Milk production reduced,Milk abnormal,Udder swollen/hard,Udder warm,Kicking/avoiding milking,Limping/walking unevenly,Lying down more than usual,Standing on one leg often,Visible injuries/swelling (legs/hooves),Reluctance to move,Aggression/anxiety,Nervous/jumpy,Stumbling/trembling/balance issues,Trouble rising/standing,Excessive licking/teeth grinding,Eating normally,Water intake normal,Isolation from herd,Body temperature (°C),Health Condition
1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,38.16571029180021,2
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,38.773190014162985,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,38.805316658117135,1
0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,40.4075964480109,1
0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,38.759852867137845,1
1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,38.04515808908148,1
1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,40.18266916728002,2
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,38.890860586472236,0
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,38.98909609644179,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,39.80769255208803,2
1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,39.01764442244498,2
0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,38.40313326845235,1
1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,38.173246674251494,2
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,39.60891939272433,1
0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,38.59473260071973,1
0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,38.48154096522139,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,39.065587418065824,1
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,38.064713599637976,1
0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,38.70435254248856,2
1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,39.8490504128956,1
0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,38.16742483270565,2
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,39.93171469313501,2
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,38.40475795787363,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,39.99413384379304,0
1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,38.519000355540136,2
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,37.272062202232924,2
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,39.78935546028127,1
0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,40.25148881746345,2
0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,38.13416783346436,1
0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,38.725635524695505,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38.144609478249045,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,39.461441864551205,1
0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,39.73156451396749,2
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,38.59852960410768,1
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,40.114716481274016,1
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,38.642916903883346,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,37.498621484407806,1
0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,39.98419164088077,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38.89851963239755,1
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,37.46728887072576,1
0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,39.206997726599816,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,40.17678285062421,1
0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,40.27057606908629,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,38.352841948295534,0
0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,38.5505491643166,2
0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,38.87908511870335,2
0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,38.38501530048005,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.77600255581676,1
1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,39.79991389445633,1
1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,38.67513373783664,1
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,38.49311081650813,1
0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,38.040590272261134,2
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,38.62424849825724,1
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,37.64467730859563,1
0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,40.625058634877874,1
1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,40.206091863534695,2
0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,37.94077442744338,1
0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,38.7611856114868,2
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38.101550400589666,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,40.00394483979847,0
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,39.2063203653377,1
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,37.24284668090048,1
1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,38.53160886830648,1
1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,38.1381266587854,1
0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,39.557615928485845,2
1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,39.30884036899188,1
1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,38.841669429872255,2
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39.6937927862268,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,39.109710014800235,1
1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,39.38403257758741,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,37.16911362019015,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,37.51659916507655,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,39.82707834170293,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,38.42324620607087,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,39.377659887497785,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,39.17877862873102,1
0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,37.89659323172812,2
1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,37.99436977698456,2
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,40.171601288592036,1
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,39.93866721757822,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,39.09641242277697,1
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,39.8313665912251,1
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40.180320386315316,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39.64909586853856,0
1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,39.46034367675912,2
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,39.516588033999334,0
0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,38.550887910849156,2
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,39.75657099475043,1
1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,38.96968437852591,2
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,40.325804135544175,1
0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,37.92124039099886,1
1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,38.0830031057198,2
0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,38.471045041606374,1
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,39.03398751239904,2
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,39.14250546382759,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,39.87869116833449,1
0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,39.495775719935715,1
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,38.65019927015848,1
1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,38.1799016229058,2
1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,38.58199244331509,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,39.33659783411752,0
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,38.16260895434451,1
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,36.858333598910264,2
1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,38.170349615309526,2
1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,40.35180881577772,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,37.97416018932455,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38.6212575512471,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,39.062178248009914,2
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,39.754508462500766,1
1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,39.02715765980498,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,39.406312400439695,0
0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,38.13425459212131,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,39.235512857644395,1
0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,40.368785754711126,2
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,39.53359944913862,1
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,39.016870826987066,2
1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,38.74207601802671,2
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,39.540034704675854,1
0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,38.51203446905748,1
0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,38.51815917096546,1
0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,39.08643866204049,1
1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,39.62205184364875,2
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,38.634987169729875,1
1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,38.47033634334125,2
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,38.38628422669967,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,38.09850411708364,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38.39497960205591,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,39.28051575658674,1
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,39.13208732961635,2
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,38.59598800704473,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,38.42451961577401,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,38.9778099115749,1
0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,39.542436558410394,2
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,40.086676962506125,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,39.21446895777483,0
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,39.52775453315479,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,39.13601721294461,0
1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,38.44987076024029,1
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,38.79529260083112,2
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,38.58663175833635,2
0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,37.879148121240945,2
1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,38.41686083640062,2
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,39.25865308147256,1
0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,39.76925689721953,2
0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,39.684102329759895,2
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,37.99509117800311,2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,38.49374038603765,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,39.6194772734366,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,39.21453956661053,0
1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,37.883554216496094,1
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,37.92228695036607,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,40.313284266291284,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,37.52424088187184,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,39.037857007943416,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,38.5625415961454,1
0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,37.35953425985891,2
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,40.22835232206195,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,39.3177173146997,0
1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,39.52535277105055,2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40.39638566284785,0
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,39.145079797425595,1
0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,38.98479487304768,2
0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,40.1253596322753,2
1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,39.63341074233748,2
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,38.87087698334589,0
0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,38.00556088956749,1
0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,37.84155733305047,2
0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39.282705012472775,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,37.483857151713444,1
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,39.60183549261394,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,38.23765963597224,1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,38.45396286582201,1
0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,39.3403948373486,2
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,39.47098644913188,1
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,39.48402426247655,1
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,38.513789858877345,1
0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,39.49931963265921,2
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,39.56431107052826,1
0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,38.181315977455355,1
1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,39.228176562550544,2
0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,39.290355747082124,2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,39.07659887909043,1
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,38.407766378079565,2
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,39.27256067295969,2
0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,38.740649874882514,1
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,38.881052938665185,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,38.06668368584166,1
1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,38.85312959547906,2
1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,37.849471936075695,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,38.59209959411484,0
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,39.617057310095845,1
1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,38.5336263028538,2
0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,38.971147254995074,2
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,39.012325002086385,2
0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,40.04548171943363,2
0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,40.101364226498234,1
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,39.68817291237148,1
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,39.162154649417495,1
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,40.968398391587264,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,38.138604797804966,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39.05411965921625,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,38.994004837629326,0
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,38.701650223530066,2
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,38.47232952279685,1
0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,39.578321681304864,2
0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,39.63397912286314,1
0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,37.877305698532574,0
0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,39.39265569175049,2
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,39.05498421817661,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,40.040381027227426,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,39.88221641376215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.90531332018143,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,40.20232584894734,1
0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,37.91110221415411,2
0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,39.447889674344005,1
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,39.334556972743634,1
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,39.202330122595455,1
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,39.7044335457215,1
1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,38.12018980184681,2
0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,40.00062955136113,2
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,37.721521794581726,1
1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,39.802689448895784,2
1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,37.60782119009639,2
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,37.68029189906524,1
1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,39.681269664815865,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,38.259553173518015,1
0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,38.47058496257803,1
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,38.89367128394493,2
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,39.59531993382813,1
0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,38.826093424600536,2
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,39.07648737572979,1
0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,39.12870247066543,1
0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,39.26826592467062,2
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,38.1981591233161,1
0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,38.3751607629676,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,38.88855283452637,2
1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,38.737028560191696,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,39.178348306750586,1
1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,38.24418610273236,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,37.63717721231377,1
0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,39.6011567496313,1
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,37.528716092806015,1
0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,38.85599134325694,1
0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,39.43964787230062,2
1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,39.381559107418575,2
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,37.694353279966585,1
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,39.90890516495522,1
0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,38.107520861553446,1
1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,39.57717650426534,2
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,39.22056168609395,1
0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,38.789679204684035,2
0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,38.86626673356668,1
1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,38.79853277560032,2
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,38.74841234423328,2
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.14658780148738,1
1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,39.40902231932313,1
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,38.769678724409,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,38.277733573348954,1
0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,38.967212786256766,2
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,38.7944645942001,1
0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,38.30414015611242,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40.238678823514434,0
1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,40.01178212606662,2
0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,38.86006933869272,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40.610608426795295,0
0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,38.06774536136927,2
0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,38.39355645119641,1
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,38.67973428874959,1
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,38.37477071925198,2
1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,38.28072409133864,2
1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,39.32236769591225,2
1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,38.515171851318925,1
1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,38.40767605212534,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,38.56570475385029,0
0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,39.06035479560283,1
1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,39.4053002836087,1
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,38.29083037374223,1
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,38.41703203344383,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,39.69498408415867,0
0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,39.53374393999449,2
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,37.79450757269295,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,38.89960523578927,0
0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,39.35864517842791,1
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,38.467254025230766,1
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,39.80380411231513,1
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,39.345575137428256,1
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,38.033594760288324,2
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,39.851612221699106,2
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,38.22821777867463,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,38.64823804819645,1
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,40.26690242245344,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39.27260302353893,1
0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,39.389003903314645,2
0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,38.706603111690306,2
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,37.87218320066421,1
0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,39.28638638007009,1
1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,37.709026953706996,2
1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,38.97724233172462,1
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,38.08295902854939,1
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,39.52671050563604,1
